address,area,closed_to,date,formatted_add,label_info,lat,lng,notes,retrieval_date,school,search_coo,status
ΑΗΛΙΟΣΤΡΑΤΑΣ 21,ΚΟΖΑΝΗΣ,26-10-2020,2020-10-26,"Modi Theodorou, Kozani 501 00, Greece",Τμήμα Α4,40.302421700000004,21.779412899999997,Αναστέλλει τη λειτουργία του το τμήμα Α4,2020-10-16 12:38:23.259856,6ο ΓΥΜΝΑΣΙΟ ΚΟΖΑΝΗΣ,"6ο ΓΥΜΝΑΣΙΟ ΚΟΖΑΝΗΣ,ΑΗΛΙΟΣΤΡΑΤΑΣ 21,ΚΟΖΑΝΗΣ",Μερική αναστολή
ΔΡΟΣΙΑ ΘΕΡΜΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,22-10-2020,2020-10-22,"Χαρ. Θέρμης, Thermi 570 01, Greece",Τμήμα Α1,40.561522700000005,23.0094641,Αναστέλλει τη λειτουργία του το τμήμα Α1,2020-10-16 12:38:23.259856,ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ- ΕΛΛΗΝΙΚΟ ΚΟΛΛΕΓΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ- ΕΛΛΗΝΙΚΟ ΚΟΛΛΕΓΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΡΟΣΙΑ ΘΕΡΜΗΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ",Μερική αναστολή
ΤΡΙΑΚΟΣΤΗ ΤΡΙΤΗ 20,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,26-10-2020,2020-10-26,"33i 20, Elliniko 167 77, Greece",,37.889231,23.747031,,2020-10-16 12:38:23.259856,1ο ΓΥΜΝΑΣΙΟ ΕΛΛΗΝΙΚΟΥ - ΡΗΓΑΣ ΦΕΡΑΙΟΣ,"1ο ΓΥΜΝΑΣΙΟ ΕΛΛΗΝΙΚΟΥ - ΡΗΓΑΣ ΦΕΡΑΙΟΣ,ΤΡΙΑΚΟΣΤΗ ΤΡΙΤΗ 20,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ",Ολική αναστολή
ΗΛΙΑ ΒΕΝΕΖΗ 24,ΧΑΪΔΑΡΙΟΥ,26-10-2020,2020-10-26,"Ilia Venezi 24, Chaidari 124 61, Greece",Τμήμα Γ3,38.00465519999999,23.660923699999998,Αναστέλλει τη λειτουργία του το τμήμα Γ3,2020-10-16 12:38:23.259856,7ο ΓΥΜΝΑΣΙΟ ΧΑΪΔΑΡΙΟΥ - ΝΕΑ ΦΩΚΑΙΑ,"7ο ΓΥΜΝΑΣΙΟ ΧΑΪΔΑΡΙΟΥ - ΝΕΑ ΦΩΚΑΙΑ,ΗΛΙΑ ΒΕΝΕΖΗ 24,ΧΑΪΔΑΡΙΟΥ",Μερική αναστολή
ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΣΙΘΩΝΙΑΣ,27-10-2020,2020-10-27,"Agios Nikolaos 630 78, Greece",,40.2466295,23.6932062,,2020-10-16 12:38:23.259856,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,"ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΣΙΘΩΝΙΑΣ",Ολική αναστολή
ΔΙΟΝΥΣΟΥ 4,ΙΩΑΝΝΙΤΩΝ,27-10-2020,2020-10-27,"Dionisou, Kato Marmara 455 00, Greece",Τμήμα Α3,39.6606685,20.8218277,Αναστέλλει τη λειτουργία του το τμήμα Α3,2020-10-16 12:38:23.259856,ΔΩΔΩΝΑΙΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ - ΙΔΙΩΤΙΚΟ ΛΥΚΕΙΟ ΙΩΑΝΝΙΝΩΝ,"ΔΩΔΩΝΑΙΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ - ΙΔΙΩΤΙΚΟ ΛΥΚΕΙΟ ΙΩΑΝΝΙΝΩΝ,ΔΙΟΝΥΣΟΥ 4,ΙΩΑΝΝΙΤΩΝ",Μερική αναστολή
ΣΩΚΡΑΤΟΥΣ 65,ΧΑΪΔΑΡΙΟΥ,26-10-2020,2020-10-26,"Haidari 124 62, Greece",Τμήμα Γ2,38.0177817,23.651111,Αναστέλλει τη λειτουργία του το τμήμα Γ2,2020-10-16 12:38:23.259856,ΙΔΙΩΤΙΚΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΑΪΔΑΡΙΟΥ - ΙΔΙΩΤΙΚΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΠΟΛΥΤΡΟΠΗ ΑΡΜΟΝΙΑ,"ΙΔΙΩΤΙΚΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΑΪΔΑΡΙΟΥ - ΙΔΙΩΤΙΚΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΠΟΛΥΤΡΟΠΗ ΑΡΜΟΝΙΑ,ΣΩΚΡΑΤΟΥΣ 65,ΧΑΪΔΑΡΙΟΥ",Μερική αναστολή
ΛΕΩΦΟΡΟΣ ΜΑΡΑΘΩΝΟΣ 103,ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ,26-10-2020,2020-10-26,"Rafina 190 09, Greece",Τμήματα Δ2 Και Ε2,38.02114,23.982658100000002,Αναστέλλουν τη λειτουργία τους τα τμήματα Δ2 και Ε2,2020-10-16 12:38:23.259856,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΑΦΗΝΑΣ,"2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΑΦΗΝΑΣ,ΛΕΩΦΟΡΟΣ ΜΑΡΑΘΩΝΟΣ 103,ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ",Μερική αναστολή
ΗΡΑΚΛΕΙΑΝΟΥ 36,ΛΑΡΙΣΑΙΩΝ,25-10-2020,2020-10-25,"Iraklianou 36, Larisa 414 47, Greece",Τμήματα Στ3 & Β Ξένης Γλώσσας Γερμανικών,39.64011680000001,22.4032557,Αναστέλλουν τη λειτουργία τους τα τμήματα ΣΤ3 & Β Ξένης Γλώσσας Γερμανικών,2020-10-16 12:38:23.259856,27ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,"27ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,ΗΡΑΚΛΕΙΑΝΟΥ 36,ΛΑΡΙΣΑΙΩΝ",Μερική αναστολή
ΚΑΝΤΖΑ,ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ,27-10-2020,2020-10-27,"Rafina 190 09, Greece",Τμήμα Α1Β,38.0234457,24.0059241,Αναστέλλει τη λειτουργία του το τμήμα Α1Β,2020-10-16 12:38:23.259856,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ - ΚΟΛΛΕΓΙΟ ΨΥΧΙΚΟΥ (ΛΑΤΣΕΙΟ),"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ - ΚΟΛΛΕΓΙΟ ΨΥΧΙΚΟΥ (ΛΑΤΣΕΙΟ),ΚΑΝΤΖΑ,ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ",Μερική αναστολή
ΑΓ. ΒΑΡΒΑΡΑΣ 13,ΚΑΣΤΟΡΙΑΣ,28-10-2020,2020-10-28,"Αγίας Βαρβάρας 13, Kastoria 521 00, Greece",Τμήμα Γ2,40.5199367,21.2708108,Αναστέλλει τη λειτουργία του το τμήμα Γ2,2020-10-16 12:38:23.259856,3ο ΓΥΜΝΑΣΙΟ ΚΑΣΤΟΡΙΑΣ - ΓΕΡΜΑΝΟΣ ΚΑΡΑΒΑΓΓΕΛΗΣ,"3ο ΓΥΜΝΑΣΙΟ ΚΑΣΤΟΡΙΑΣ - ΓΕΡΜΑΝΟΣ ΚΑΡΑΒΑΓΓΕΛΗΣ,ΑΓ. ΒΑΡΒΑΡΑΣ 13,ΚΑΣΤΟΡΙΑΣ",Μερική αναστολή
ΠΑΡΑΜΥΘΙΑ,ΣΟΥΛΙΟΥ,28-10-2020,2020-10-28,"Paramythia 462 00, Greece",,39.4664614,20.510593,,2020-10-15 17:52:22.540880,ΕΕΕΕΚ ΠΑΡΑΜΥΘΙΑΣ,"ΕΕΕΕΚ ΠΑΡΑΜΥΘΙΑΣ,ΠΑΡΑΜΥΘΙΑ,ΣΟΥΛΙΟΥ",Ολική αναστολή
Ν. ΜΙΛΗΣΗ  3,ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ,23-10-2020,2020-10-23,"Milisi 3, Pallini 153 51, Greece",Τμήμα Ε2,37.999823,23.865959,Αναστέλλει τη λειτουργία του το τμήμα Ε2,2020-10-15 17:52:22.540880,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΗΣ Ι.Μ.ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΗΣ Ι.Μ.ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ,Ν. ΜΙΛΗΣΗ  3,ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ",Μερική αναστολή
ΔΡΑΚΟΝΤΟΣ 37,ΑΘΗΝΑΙΩΝ,26-10-2020,2020-10-26,"Drakontos 37, Athina 104 42, Greece",Τμήμα Α2,37.99492559999999,23.7024966,Αναστέλλει τη λειτουργία του το τμήμα Α2,2020-10-15 17:52:22.540880,ΜΟΥΣΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΑΣ,"ΜΟΥΣΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΑΣ,ΔΡΑΚΟΝΤΟΣ 37,ΑΘΗΝΑΙΩΝ",Μερική αναστολή
ΑΡΝΑΙΑ,ΑΡΙΣΤΟΤΕΛΗ,27-10-2020,2020-10-27,"Aristotelous 93, Arnea 630 74, Greece",Τμήματα Γ1 & Ειδικότητας Τεχνικος Εφαρμογων Πληροφορικης,40.48780870000001,23.5978629,Αναστέλλουν τη λειτουργία τους τα τμήματα Γ1 & Ειδικότητας ΤΕΧΝΙΚΟΣ ΕΦΑΡΜΟΓΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ,2020-10-15 10:52:29.130675,1ο ΕΠΑΛ ΑΡΝΑΙΑΣ ΧΑΛΚΙΔΙΚΗΣ,"1ο ΕΠΑΛ ΑΡΝΑΙΑΣ ΧΑΛΚΙΔΙΚΗΣ,ΑΡΝΑΙΑ,ΑΡΙΣΤΟΤΕΛΗ",Μερική αναστολή
ΠΡΩΤΟ ΧΙΛΙΟΜΕΤΡΟ ΕΘΝΙΚΗΣ ΟΔΟΥ ΓΡΕΒΕΝΩΝ ΚΟΖΑΝΗΣ,ΓΡΕΒΕΝΩΝ,23-10-2020,2020-10-23,"Grevena 511 00, Greece",Τμήματα Β3 Και Β Τομέα Διοίκησης Και Οικονομίας,40.089338899999994,21.4452173,Αναστέλλουν τη λειτουργία τους τα τμήματα Β3 και Β Τομέα Διοίκησης και Οικονομίας,2020-10-15 10:52:29.130675,1ο ΕΠΑΛ ΓΡΕΒΕΝΩΝ,"1ο ΕΠΑΛ ΓΡΕΒΕΝΩΝ,ΠΡΩΤΟ ΧΙΛΙΟΜΕΤΡΟ ΕΘΝΙΚΗΣ ΟΔΟΥ ΓΡΕΒΕΝΩΝ ΚΟΖΑΝΗΣ,ΓΡΕΒΕΝΩΝ",Μερική αναστολή
K. ΜΑΖΑΡΑΚΗ 1,ΘΕΣΣΑΛΟΝΙΚΗΣ,22-10-2020,2020-10-22,"Kon/nou Mazaraki 1, Thessaloniki 546 27, Greece",,40.646488399999996,22.9178403,,2020-10-15 10:52:29.130675,4ο ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,"4ο ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,K. ΜΑΖΑΡΑΚΗ 1,ΘΕΣΣΑΛΟΝΙΚΗΣ",Ολική αναστολή
Γραβιάς 6,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,26-10-2020,2020-10-26,"Gravias 6, Ag. Paraskevi 153 42, Greece",Τμήμα B6,38.0036885,23.8303314,Αναστέλλει τη λειτουργία του το τμήμα B6,2020-10-15 10:52:29.130675,ΑΜΕΡΙΚΑΝΙΚΟ ΚΟΛΛΕΓΙΟ ΕΛΛΑΔΟΣ - ΙΔΙΩΤΙΚΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ,"ΑΜΕΡΙΚΑΝΙΚΟ ΚΟΛΛΕΓΙΟ ΕΛΛΑΔΟΣ - ΙΔΙΩΤΙΚΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ,Γραβιάς 6,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ",Μερική αναστολή
ΖΥΜΠΡΑΚΑΚΗ 46 -48,ΑΘΗΝΑΙΩΝ,25-10-2020,2020-10-25,"Zimprakaki 46, Athina 104 45, Greece",,38.008049,23.7268281,ΑΝΑΣΤΟΛΗ ΛΕΙΤΟΥΡΓΙΑΣ Γ' ΘΕΤΙΚΩΝ ΣΠΟΥΔΩΝ,2020-10-14 18:36:34.192339,20ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,"20ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ,ΖΥΜΠΡΑΚΑΚΗ 46 -48,ΑΘΗΝΑΙΩΝ",Μερική αναστολή
ΚΑΤΟΧΗ,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,28-10-2020,2020-10-28,"Μεσολογγίου, Κατοχή 300 01, Greece",Ταξεις Και Ολοημερου,38.4121672,21.2538707,ΑΝΑΣΤΟΛΗ ΛΕΙΤΟΥΡΓΙΑΣ Α' και Ε' ΤΑΞΕΩΝ και ΟΛΟΗΜΕΡΟΥ,2020-10-14 18:36:34.192339,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΟΧΗΣ,"1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΟΧΗΣ,ΚΑΤΟΧΗ,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ",Μερική αναστολή
ΚΩΛΕΤΤΗ 34,ΑΘΗΝΑΙΩΝ,21-10-2020,2020-10-21,"Koletti 34, Athina 106 82, Greece",Τμήματα Γ1 Και Β2,37.9858692,23.7329917,Αναστέλλουν τη λειτουργία τους τα τμήματα Γ1 και Β2,2020-10-14 18:36:34.192339,35ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,"35ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,ΚΩΛΕΤΤΗ 34,ΑΘΗΝΑΙΩΝ",Μερική αναστολή
ΕΡΥΜΑΝΘΕΙΑ,ΕΡΥΜΑΝΘΟΥ,28-10-2020,2020-10-28,"Erimanthia 250 15, Greece",Γ' Ταξη,37.9818769,21.7255347,ΑΝΑΣΤΟΛΗ ΛΕΙΤΟΥΡΓΙΑΣ Γ' ΤΑΞΗΣ,2020-10-14 18:36:34.192339,ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΕΡΥΜΑΝΘΕΙΑΣ ΑΧΑΪΑΣ,"ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΕΡΥΜΑΝΘΕΙΑΣ ΑΧΑΪΑΣ,ΕΡΥΜΑΝΘΕΙΑ,ΕΡΥΜΑΝΘΟΥ",Μερική αναστολή
Μ. ΚΟΡΑΚΑ 44,ΑΘΗΝΑΙΩΝ,25-10-2020,2020-10-25,"Paraskevopoulou ke Koraka, Athina 104 45, Greece",Τμήμα Γ2,38.0074124,23.7247955,Αναστέλλει τη λειτουργία του το τμήμα Γ2,2020-10-14 18:36:34.192339,48ο ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,"48ο ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ,Μ. ΚΟΡΑΚΑ 44,ΑΘΗΝΑΙΩΝ",Μερική αναστολή
ΚΑΛΛΙΣΠΕΡΗ 1,ΑΘΗΝΑΙΩΝ,27-10-2020,2020-10-27,"Kallisperi 1, Athina 117 42, Greece",Τμήμα Δ2,37.9689925,23.7275585,Αναστέλλει τη λειτουργία του το τμήμα Δ2,2020-10-14 18:36:34.192339,70ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,"70ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,ΚΑΛΛΙΣΠΕΡΗ 1,ΑΘΗΝΑΙΩΝ",Μερική αναστολή
ΕΜΜΑΝΟΥΗΛ ΠΑΠΑ ΚΑΙ ΚΑΡΑΤΑΣΟΥ,ΝΕΑΠΟΛΗΣ-ΣΥΚΕΩΝ,22-10-2020,2020-10-22,"Εμμανουήλ Παππά & Καρατάσου, Πεύκα, Pefka 570 10, Greece",Τμήματα Β6 & Βθετ-5,40.6591714,22.9941135,Αναστέλλουν τη λειτουργία τους τα τμήματα Β6 & ΒΘετ-5,2020-10-14 18:36:34.192339,1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΕΥΚΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ,"1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΕΥΚΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΕΜΜΑΝΟΥΗΛ ΠΑΠΑ ΚΑΙ ΚΑΡΑΤΑΣΟΥ,ΝΕΑΠΟΛΗΣ-ΣΥΚΕΩΝ",Μερική αναστολή
ΠΑΤΜΟΥ 3,ΑΜΑΡΟΥΣΙΟΥ,26-10-2020,2020-10-26,"Patmou 3, Marousi 151 23, Greece",Τμήμα Δ1,38.0306989,23.7881235,Αναστέλλει τη λειτουργία του το τμήμα Δ1,2020-10-14 18:36:34.192339,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,"7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,ΠΑΤΜΟΥ 3,ΑΜΑΡΟΥΣΙΟΥ",Μερική αναστολή
ΑΝΔΡΕΑ ΚΑΛΒΟΥ 1,ΚΟΖΑΝΗΣ,19-10-2020,2020-10-19,"Andrea Kalvou 1, Kozani 501 00, Greece","Τμήματα Γ2, Γοπ1 Οικονομίας & Πληροφορικής ",40.2964125,21.7984299,"Αναστέλλουν τη λειτουργία τους τα τμήματα Γ2, ΓΟΠ1 Οικονομίας & Πληροφορικής ",2020-10-14 18:36:34.192339,2ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΟΖΑΝΗΣ,"2ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΟΖΑΝΗΣ,ΑΝΔΡΕΑ ΚΑΛΒΟΥ 1,ΚΟΖΑΝΗΣ",Μερική αναστολή
ΤΡΙΦΥΛΛΙΑΣ ΚΑΙ ΑΡΓΟΣΤΟΛΙΟΥ,ΠΑΙΑΝΙΑΣ,27-10-2020,2020-10-27,"Trifillias 8, Glika Nera 153 54, Greece",,38.004043900000006,23.8524245,Αναστέλλει τη λειτουργία του το 1ο Τμήμα Βασικό Υποχρεωτικό & Ολοήμερο,2020-10-14 18:36:34.192339,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΓΛΥΚΩΝ ΝΕΡΩΝ,"2ο ΝΗΠΙΑΓΩΓΕΙΟ ΓΛΥΚΩΝ ΝΕΡΩΝ,ΤΡΙΦΥΛΛΙΑΣ ΚΑΙ ΑΡΓΟΣΤΟΛΙΟΥ,ΠΑΙΑΝΙΑΣ",Μερική αναστολή
ΝΕΑ ΝΙΚΟΠΟΛΗ,ΚΟΖΑΝΗΣ,23-10-2020,2020-10-23,"Nea Nikopoli 501 00, Greece",,40.326947,21.7405195,,2020-10-14 18:36:34.192339,1ο ΕΕΕΕΚ ΚΟΖΑΝΗΣ - ΕΡΓΑΣΤΗΡΙΟ ΕΙΔΙΚΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΚΟΖΑΝΗΣ,"1ο ΕΕΕΕΚ ΚΟΖΑΝΗΣ - ΕΡΓΑΣΤΗΡΙΟ ΕΙΔΙΚΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΚΟΖΑΝΗΣ,ΝΕΑ ΝΙΚΟΠΟΛΗ,ΚΟΖΑΝΗΣ",Ολική αναστολή
ΣΥΝΟΙΚΙΣΜΟΣ ΚΙΑΦΑΣ,ΙΩΑΝΝΙΤΩΝ,24-10-2020,2020-10-24,"Stanos 3, Ioannina 452 21, Greece",Τμήμα Α1,39.6533704,20.8520867,Αναστέλλει τη λειτουργία του το τμήμα Α1,2020-10-14 18:36:34.192339,7ο ΓΥΜΝΑΣΙΟ ΙΩΑΝΝΙΝΩΝ,"7ο ΓΥΜΝΑΣΙΟ ΙΩΑΝΝΙΝΩΝ,ΣΥΝΟΙΚΙΣΜΟΣ ΚΙΑΦΑΣ,ΙΩΑΝΝΙΤΩΝ",Μερική αναστολή
ΚΕΡΚΥΡΑΣ 3,ΙΩΑΝΝΙΤΩΝ,25-10-2020,2020-10-25,"Kerkiras 3, Velissarios 453 32, Greece",,39.6493561,20.8448027,,2020-10-14 18:36:34.192339,ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΒΕΛΙΣΣΑΡΙΟΥ ΙΩΑΝΝΙΝΩΝ,"ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΒΕΛΙΣΣΑΡΙΟΥ ΙΩΑΝΝΙΝΩΝ,ΚΕΡΚΥΡΑΣ 3,ΙΩΑΝΝΙΤΩΝ",Ολική αναστολή
ΤΕΡΜΑ ΝΑΥΑΡΙΝΟΥ,ΗΛΙΔΑΣ,27-10-2020,2020-10-27,"Amaliada 272 00, Greece",Τμήματα Γκ & Γν,37.8079216,21.3352494,Αναστέλλουν τη λειτουργία τους τα τμήματα ΓΚ & ΓΝ,2020-10-14 18:36:34.192339,1ο ΕΠΑΛ ΑΜΑΛΙΑΔΑΣ,"1ο ΕΠΑΛ ΑΜΑΛΙΑΔΑΣ,ΤΕΡΜΑ ΝΑΥΑΡΙΝΟΥ,ΗΛΙΔΑΣ",Μερική αναστολή
ΣΩΚΡΑΤΟΥΣ  217,ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣΩΝΑΣ,23-10-2020,2020-10-23,"Sokratous 217, Keratsini 187 55, Greece",Τμήμα Β1,37.9501196,23.6159405,Αναστέλλει τη λειτουργία του το τμήμα Β1,2020-10-14 18:36:34.192339,5ο ΓΥΜΝΑΣΙΟ ΚΕΡΑΤΣΙΝΙΟΥ,"5ο ΓΥΜΝΑΣΙΟ ΚΕΡΑΤΣΙΝΙΟΥ,ΣΩΚΡΑΤΟΥΣ  217,ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣΩΝΑΣ",Μερική αναστολή
ΚΩΣΤΗ ΠΑΛΑΜΑ 189,ΠΕΤΡΟΥΠΟΛΕΩΣ,23-10-2020,2020-10-23,"Kosti Palama 189, Petroupoli 132 31, Greece",Τμήμα Γ3,38.0390956,23.6722544,Αναστέλλει τη λειτουργία του το τμήμα Γ3,2020-10-14 18:36:34.192339,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,"7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,ΚΩΣΤΗ ΠΑΛΑΜΑ 189,ΠΕΤΡΟΥΠΟΛΕΩΣ",Μερική αναστολή
ΑΓΙΟΥ ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ 10,ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ,24-10-2020,2020-10-24,"Rafina 190 09, Greece",Τμήματα Β3 & Βθετ-1,38.0153936,24.0108628,Αναστέλλουν τη λειτουργία τους τα τμήματα Β3 & ΒΘετ-1,2020-10-14 18:36:34.192339,1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΡΑΦΗΝΑΣ,"1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΡΑΦΗΝΑΣ,ΑΓΙΟΥ ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ 10,ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ",Μερική αναστολή
ΕΠΙΚΤΗΤΟΥ 26,ΙΩΑΝΝΙΤΩΝ,24-10-2020,2020-10-24,"Epiktitou 17, Ioannina 454 45, Greece",Τμήμα Α2,39.6754684,20.8392422,Αναστέλλει τη λειτουργία του το τμήμα Α2,2020-10-14 18:36:34.192339,"3ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΙΩΑΝΝΙΝΩΝ - ""ΕΠΙΦΑΝΕΙΟΣ ΣΧΟΛΗ""","3ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΙΩΑΝΝΙΝΩΝ - ""ΕΠΙΦΑΝΕΙΟΣ ΣΧΟΛΗ"",ΕΠΙΚΤΗΤΟΥ 26,ΙΩΑΝΝΙΤΩΝ",Μερική αναστολή
ΣΧΟΛΕΙΟΥ 2,ΔΕΛΤΑ,22-10-2020,2020-10-22,"Egnatias 13, Anatoliko 573 00, Greece",Τμήμα Ε2,40.6621138,22.7135195,Αναστέλλει τη λειτουργία του το τμήμα Ε2,2020-10-14 18:36:34.192339,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΑΤΟΛΙΚΟΥ "" Η ΒΑΛΜΑΔΑ""","ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΑΤΟΛΙΚΟΥ "" Η ΒΑΛΜΑΔΑ"",ΣΧΟΛΕΙΟΥ 2,ΔΕΛΤΑ",Μερική αναστολή
ΘΟΥΚΥΔΙΔΟΥ 9,ΑΘΗΝΑΙΩΝ,26-10-2020,2020-10-26,"Thoukididou 9, Athina 105 57, Greece",Τμήμα Γ1,37.9740735,23.7308378,Αναστέλλει τη λειτουργία του το τμήμα Γ1,2020-10-14 18:36:34.192339,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΑΘΗΝΑ - ΣΧΟΛΗ ΧΙΛΛ,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΑΘΗΝΑ - ΣΧΟΛΗ ΧΙΛΛ,ΘΟΥΚΥΔΙΔΟΥ 9,ΑΘΗΝΑΙΩΝ",Μερική αναστολή
